Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Profit,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit Ratio,Quantity,Sales
Office Supplies,Newark,United States,Susan MacKendrick,Tennsco,03-05-2017,CA-2017-129280,43055,Tennsco Industrial Shelving,-$44.00,East,Consumer,05-05-2017,First Class,Ohio,Storage,0.2,1,-0.23,5,196
Office Supplies,Lancaster,United States,Max Jones,Eldon,23-04-2017,CA-2017-124149,43130,Eldon Fold 'N Roll Cart System,$6.00,East,Consumer,26-04-2017,First Class,Ohio,Storage,0.2,1,0.11,5,56
Office Supplies,Philadelphia,United States,Frank Olsen,Acme,22-09-2016,US-2016-115343,19143,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",$6.00,East,Consumer,25-09-2016,First Class,Pennsylvania,Supplies,0.2,1,0.11,5,56
Office Supplies,New York City,United States,Resi Pölking,Other,19-08-2017,CA-2017-101980,10009,Surelock Post Binders,$55.00,East,Consumer,20-08-2017,First Class,New York,Binders,0.2,1,0.38,6,147
Office Supplies,Toledo,United States,Joy Daniels,Avery,09-09-2018,CA-2018-152198,43615,Avery 501,$6.00,East,Consumer,10-09-2018,First Class,Ohio,Labels,0.2,1,0.34,6,18
Office Supplies,Philadelphia,United States,Ted Trevino,Avery,05-04-2016,CA-2016-119942,19120,Avery 499,$8.00,East,Consumer,07-04-2016,First Class,Pennsylvania,Labels,0.2,1,0.33,6,24
Office Supplies,Lancaster,United States,Max Jones,Other,23-04-2017,CA-2017-124149,43130,Embossed Ink Jet Note Cards,$38.00,East,Consumer,26-04-2017,First Class,Ohio,Paper,0.2,1,0.35,6,108
Office Supplies,Troy,United States,Seth Vernon,Xerox,10-11-2017,US-2017-136581,45373,Xerox 227,$11.00,East,Consumer,12-11-2017,First Class,Ohio,Paper,0.2,1,0.35,6,31
Office Supplies,Dublin,United States,Fred Harton,Xerox,01-06-2018,CA-2018-106831,43017,Xerox 1924,$10.00,East,Consumer,03-06-2018,First Class,Ohio,Paper,0.2,1,0.36,6,28
Office Supplies,Philadelphia,United States,Robert Waldorf,Honeywell,15-01-2018,CA-2018-167752,19134,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,$313.00,East,Consumer,18-01-2018,First Class,Pennsylvania,Appliances,0.2,1,0.16,8,1924
Office Supplies,Philadelphia,United States,Joy Bell-,Avery,10-06-2017,CA-2017-121993,19140,Avery 487,$8.00,East,Consumer,12-06-2017,First Class,Pennsylvania,Labels,0.2,1,0.34,8,24
Office Supplies,Toledo,United States,Sally Knutson,Angle-D,22-12-2018,CA-2018-119193,43615,Angle-D Ring Binders,-$1.00,East,Consumer,24-12-2018,First Class,Ohio,Binders,0.7,1,-0.8,1,2
Office Supplies,Philadelphia,United States,William Brown,Other,10-12-2018,US-2018-110149,19143,Heavy-Duty E-Z-D Binders,-$3.00,East,Consumer,13-12-2018,First Class,Pennsylvania,Binders,0.7,1,-0.77,1,3
Office Supplies,Toledo,United States,Joy Daniels,Acco,09-09-2018,CA-2018-152198,43615,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",-$5.00,East,Consumer,10-09-2018,First Class,Ohio,Binders,0.7,1,-0.83,2,6
Office Supplies,Cincinnati,United States,Allen Goldenen,Acco,20-11-2017,CA-2017-109820,45231,Acco 3-Hole Punch,-$2.00,East,Consumer,22-11-2017,First Class,Ohio,Binders,0.7,1,-0.73,2,3
Office Supplies,Dublin,United States,Fred Harton,Cardinal,01-06-2018,CA-2018-106831,43017,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",-$3.00,East,Consumer,03-06-2018,First Class,Ohio,Binders,0.7,1,-0.7,2,4
Office Supplies,Philadelphia,United States,Adam Shillingsburg,Other,16-09-2018,CA-2018-136448,19143,Binder Posts,-$3.00,East,Consumer,18-09-2018,First Class,Pennsylvania,Binders,0.7,1,-0.8,2,3
Office Supplies,Philadelphia,United States,Adam Shillingsburg,GBC,16-09-2018,CA-2018-136448,19143,GBC DocuBind TL300 Electric Binding System,-$413.00,East,Consumer,18-09-2018,First Class,Pennsylvania,Binders,0.7,1,-0.77,2,538
Office Supplies,Philadelphia,United States,Pamela Stobb,GBC,14-09-2018,CA-2018-156237,19140,GBC Instant Report Kit,-$3.00,East,Consumer,15-09-2018,First Class,Pennsylvania,Binders,0.7,1,-0.67,2,4
Office Supplies,Lakewood,United States,Christy Brittain,Other,05-11-2016,US-2016-136259,44107,Insertable Tab Post Binder Dividers,-$6.00,East,Consumer,08-11-2016,First Class,Ohio,Binders,0.7,1,-0.77,3,7
Office Supplies,Toledo,United States,Joy Daniels,3M,09-09-2018,CA-2018-152198,43615,3M Organizer Strips,-$4.00,East,Consumer,10-09-2018,First Class,Ohio,Binders,0.7,1,-0.73,3,5
Office Supplies,Cincinnati,United States,Allen Goldenen,Avery,20-11-2017,CA-2017-109820,45231,Avery Recycled Flexi-View Covers for Binding Systems,-$11.00,East,Consumer,22-11-2017,First Class,Ohio,Binders,0.7,1,-0.73,3,14
Office Supplies,Philadelphia,United States,Clytie Kelty,Acco,11-07-2016,CA-2016-142237,19134,Acco Suede Grain Vinyl Round Ring Binder,-$2.00,East,Consumer,13-07-2016,First Class,Pennsylvania,Binders,0.7,1,-0.8,3,3
Office Supplies,Philadelphia,United States,Larry Hughes,Angle-D,21-09-2015,CA-2015-117478,19140,"Angle-D Binders with Locking Rings, Label Holders",-$5.00,East,Consumer,24-09-2015,First Class,Pennsylvania,Binders,0.7,1,-0.77,3,7
Office Supplies,Philadelphia,United States,Clytie Kelty,3M,11-07-2016,CA-2016-142237,19134,3M Organizer Strips,-$5.00,East,Consumer,13-07-2016,First Class,Pennsylvania,Binders,0.7,1,-0.73,4,6
Office Supplies,Philadelphia,United States,Pamela Stobb,Other,14-09-2018,CA-2018-156237,19140,Aluminum Screw Posts,-$12.00,East,Consumer,15-09-2018,First Class,Pennsylvania,Binders,0.7,1,-0.67,4,18
Office Supplies,Bethlehem,United States,Olvera Toch,GBC,28-07-2017,CA-2017-107783,18018,GBC Ibimaster 500 Manual ProClick Binding System,-$913.00,East,Consumer,29-07-2017,First Class,Pennsylvania,Binders,0.7,1,-0.67,6,1370
Office Supplies,New York City,United States,Trudy Brown,Acco,25-05-2018,CA-2018-120168,10009,Acco Hot Clips Clips to Go,$1.00,East,Consumer,25-05-2018,Same Day,New York,Fasteners,0,1,0.45,1,3
Office Supplies,New York City,United States,Arianne Irving,Xerox,05-05-2018,CA-2018-107552,10035,Xerox 1923,$3.00,East,Consumer,05-05-2018,Same Day,New York,Paper,0,1,0.48,1,7
Office Supplies,New York City,United States,Darrin Martin,Honeywell,14-09-2015,CA-2015-160766,10009,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,$198.00,East,Consumer,14-09-2015,Same Day,New York,Appliances,0,1,0.33,2,601
Office Supplies,Newark,United States,Vivian Mathis,Acco,17-03-2017,CA-2017-115476,19711,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",$16.00,East,Consumer,17-03-2017,Same Day,Delaware,Binders,0,1,0.49,2,33
Office Supplies,New York City,United States,Shahid Hopkins,REDIFORM,10-09-2018,CA-2018-122280,10024,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",$9.00,East,Consumer,10-09-2018,Same Day,New York,Paper,0,1,0.48,2,19
Office Supplies,New York City,United States,Marc Crier,Eldon,07-09-2016,CA-2016-105599,10011,Eldon Shelf Savers Cubes and Bins,$0.00,East,Consumer,07-09-2016,Same Day,New York,Storage,0,1,0.02,2,14
Office Supplies,Columbia,United States,Gary Zandusky,Honeywell,17-03-2017,CA-2017-131737,21044,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,$298.00,East,Consumer,17-03-2017,Same Day,Maryland,Appliances,0,1,0.33,3,902
Office Supplies,Milford,United States,Brian Thompson,Other,21-04-2017,CA-2017-146423,06460,Colorific Watercolor Pencils,$4.00,East,Consumer,21-04-2017,Same Day,Connecticut,Art,0,1,0.29,3,15
Office Supplies,Orange,United States,Liz Thompson,Boston,14-09-2018,CA-2018-147725,07050,Boston Home & Office Model 2000 Electric Pencil Sharpeners,$18.00,East,Consumer,14-09-2018,Same Day,New Jersey,Art,0,1,0.26,3,71
Office Supplies,Fairfield,United States,Chris Cortes,Other,10-12-2018,CA-2018-152695,06824,Convenience Packs of Business Envelopes,$5.00,East,Consumer,10-12-2018,Same Day,Connecticut,Envelopes,0,1,0.47,3,11
Office Supplies,New York City,United States,Luke Foster,Staple envelope,05-03-2016,CA-2016-109512,10011,Staple envelope,$15.00,East,Consumer,05-03-2016,Same Day,New York,Envelopes,0,1,0.5,3,29
Office Supplies,New York City,United States,Edward Nazzal,Easy-staple paper,04-06-2017,CA-2017-165848,10035,Easy-staple paper,$7.00,East,Consumer,04-06-2017,Same Day,New York,Paper,0,1,0.47,3,15
Office Supplies,Freeport,United States,Carlos Soltero,Xerox,25-09-2016,CA-2016-151869,11520,Xerox 1923,$10.00,East,Consumer,25-09-2016,Same Day,New York,Paper,0,1,0.48,3,20
Office Supplies,New York City,United States,Rick Hansen,Xerox,31-07-2016,CA-2016-124891,10024,Xerox 212,$9.00,East,Consumer,31-07-2016,Same Day,New York,Paper,0,1,0.48,3,19
Office Supplies,New York City,United States,Christy Brittain,Other,16-11-2018,US-2018-157896,10009,Tops Green Bar Computer Printout Paper,$73.00,East,Consumer,16-11-2018,Same Day,New York,Paper,0,1,0.5,3,147
Office Supplies,New York City,United States,Cindy Chapman,Other,02-05-2017,CA-2017-146836,10024,Super Decoflex Portable Personal File,$13.00,East,Consumer,02-05-2017,Same Day,New York,Storage,0,1,0.28,3,45
Office Supplies,Utica,United States,Lynn Smith,Avery,26-11-2015,CA-2015-124730,13501,Avery File Folder Labels,$6.00,East,Consumer,26-11-2015,Same Day,New York,Labels,0,1,0.49,4,12
Office Supplies,New York City,United States,Rick Hansen,Xerox,23-08-2015,CA-2015-110639,10009,Xerox 1994,$12.00,East,Consumer,23-08-2015,Same Day,New York,Paper,0,1,0.48,4,26
Office Supplies,New York City,United States,Rick Hansen,Other,23-08-2015,CA-2015-110639,10009,Personal Creations Ink Jet Cards and Labels,$23.00,East,Consumer,23-08-2015,Same Day,New York,Paper,0,1,0.49,4,46
Office Supplies,New York City,United States,Luke Foster,Fellowes,05-03-2016,CA-2016-109512,10011,"Fellowes Strictly Business Drawer File, Letter/Legal Size",$68.00,East,Consumer,05-03-2016,Same Day,New York,Storage,0,1,0.12,4,563
Office Supplies,Columbia,United States,Gary Zandusky,Other,17-03-2017,CA-2017-131737,21044,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",$90.00,East,Consumer,17-03-2017,Same Day,Maryland,Envelopes,0,1,0.45,5,200
Office Supplies,New York City,United States,Allen Goldenen,Avery,03-09-2015,CA-2015-125171,10009,Avery 514,$7.00,East,Consumer,03-09-2015,Same Day,New York,Labels,0,1,0.49,5,14
Office Supplies,Fairfield,United States,Chris Cortes,Tripp Lite,10-12-2018,CA-2018-152695,06824,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,$124.00,East,Consumer,10-12-2018,Same Day,Connecticut,Appliances,0,1,0.29,7,427
Office Supplies,New York City,United States,Darrin Martin,Staple envelope,14-09-2015,CA-2015-160766,10009,Staple envelope,$31.00,East,Consumer,14-09-2015,Same Day,New York,Envelopes,0,1,0.46,7,68
Office Supplies,Milford,United States,Brian Thompson,Xerox,21-04-2017,CA-2017-146423,06460,Xerox 209,$25.00,East,Consumer,21-04-2017,Same Day,Connecticut,Paper,0,1,0.48,8,52
Office Supplies,Utica,United States,Lynn Smith,Avery,26-11-2015,CA-2015-124730,13501,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",$45.00,East,Consumer,26-11-2015,Same Day,New York,Labels,0,1,0.48,9,93
Office Supplies,New York City,United States,Darrin Martin,Xerox,14-09-2015,CA-2015-160766,10009,Xerox 198,$21.00,East,Consumer,14-09-2015,Same Day,New York,Paper,0,1,0.47,9,45
Office Supplies,Columbus,United States,Maria Bertelson,Avery,24-09-2016,CA-2016-113131,43229,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",$8.00,East,Consumer,24-09-2016,Same Day,Ohio,Labels,0.2,1,0.33,1,24
Office Supplies,Springfield,United States,Scot Wooten,Fellowes,20-07-2015,CA-2015-142965,45503,Fellowes Neat Ideas Storage Cubes,-$5.00,East,Consumer,20-07-2015,Same Day,Ohio,Storage,0.2,1,-0.2,1,26
Office Supplies,Columbus,United States,Denny Ordway,Hunt,03-10-2015,CA-2015-108903,43229,Hunt Boston Vacuum Mount KS Pencil Sharpener,$4.00,East,Consumer,03-10-2015,Same Day,Ohio,Art,0.2,1,0.08,2,56
Office Supplies,Columbus,United States,Maria Bertelson,Other,24-09-2016,CA-2016-113131,43229,#6 3/4 Gummed Flap White Envelopes,$6.00,East,Consumer,24-09-2016,Same Day,Ohio,Envelopes,0.2,1,0.35,2,16
Office Supplies,Cleveland,United States,Clay Ludtke,Xerox,08-05-2017,CA-2017-106530,44105,Xerox 222,$4.00,East,Consumer,08-05-2017,Same Day,Ohio,Paper,0.2,1,0.35,2,10
Office Supplies,Cleveland,United States,Clay Ludtke,Xerox,08-05-2017,CA-2017-106530,44105,Xerox 1898,$4.00,East,Consumer,08-05-2017,Same Day,Ohio,Paper,0.2,1,0.35,2,11
Office Supplies,Philadelphia,United States,Alan Shonely,Eureka,26-07-2016,CA-2016-143700,19140,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",$4.00,East,Consumer,26-07-2016,Same Day,Pennsylvania,Paper,0.2,1,0.35,2,10
Office Supplies,Columbus,United States,Maria Bertelson,Tennsco,24-09-2016,CA-2016-113131,43229,"Tennsco Lockers, Sand",$2.00,East,Consumer,24-09-2016,Same Day,Ohio,Storage,0.2,1,0.05,2,34
Office Supplies,Cleveland,United States,Clay Ludtke,Other,08-05-2017,CA-2017-106530,44105,Hanging Personal Folder File,$2.00,East,Consumer,08-05-2017,Same Day,Ohio,Storage,0.2,1,0.06,2,25
Office Supplies,Columbus,United States,Susan Pistek,Other,16-03-2018,CA-2018-161172,43229,"File Shuttle II and Handi-File, Black",$3.00,East,Consumer,16-03-2018,Same Day,Ohio,Storage,0.2,1,0.06,2,54
Office Supplies,Columbus,United States,Andrew Roberts,Belkin,02-05-2015,CA-2015-115056,43229,Belkin 6 Outlet Metallic Surge Strip,$2.00,East,Consumer,02-05-2015,Same Day,Ohio,Appliances,0.2,1,0.08,3,26
Office Supplies,New York City,United States,Cindy Chapman,Poly,02-05-2017,CA-2017-146836,10024,Poly Designer Cover & Back,$16.00,East,Consumer,02-05-2017,Same Day,New York,Binders,0.2,1,0.35,3,46
Office Supplies,Utica,United States,Lynn Smith,Acco,26-11-2015,CA-2015-124730,13501,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",$5.00,East,Consumer,26-11-2015,Same Day,New York,Binders,0.2,1,0.36,3,13
Office Supplies,Philadelphia,United States,Charlotte Melton,Other,09-11-2016,CA-2016-158554,19134,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",$4.00,East,Consumer,09-11-2016,Same Day,Pennsylvania,Paper,0.2,1,0.36,3,11
Office Supplies,Cleveland,United States,Clay Ludtke,Smead,08-05-2017,CA-2017-106530,44105,Smead Adjustable Mobile File Trolley with Lockable Top,$88.00,East,Consumer,08-05-2017,Same Day,Ohio,Storage,0.2,1,0.09,3,1006
Office Supplies,Utica,United States,Lynn Smith,Pressboard,26-11-2015,CA-2015-124730,13501,Pressboard Data Binders by Wilson Jones,$6.00,East,Consumer,26-11-2015,Same Day,New York,Binders,0.2,1,0.34,4,17
Office Supplies,Columbus,United States,Maria Bertelson,Newell,24-09-2016,CA-2016-113131,43229,Newell 347,$2.00,East,Consumer,24-09-2016,Same Day,Ohio,Art,0.2,1,0.11,5,17
Office Supplies,New York City,United States,Trudy Brown,GBC,25-05-2018,CA-2018-120168,10009,GBC DocuBind P100 Manual Binding Machine,$207.00,East,Consumer,25-05-2018,Same Day,New York,Binders,0.2,1,0.31,5,664
Office Supplies,Columbus,United States,Denny Ordway,Other,03-10-2015,CA-2015-108903,43229,Convenience Packs of Business Envelopes,$5.00,East,Consumer,03-10-2015,Same Day,Ohio,Envelopes,0.2,1,0.34,5,14
Office Supplies,Philadelphia,United States,Carl Ludwig,REDIFORM,10-06-2018,US-2018-131583,19143,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",$15.00,East,Consumer,10-06-2018,Same Day,Pennsylvania,Paper,0.2,1,0.38,6,40
Office Supplies,Marion,United States,Dennis Kane,Newell,06-12-2016,CA-2016-131884,43302,Newell 312,$5.00,East,Consumer,06-12-2016,Same Day,Ohio,Art,0.2,1,0.13,8,37
Office Supplies,Philadelphia,United States,Jas O'Carroll,Avery,31-03-2015,CA-2015-112403,19120,Avery Round Ring Poly Binders,-$1.00,East,Consumer,31-03-2015,Same Day,Pennsylvania,Binders,0.7,1,-0.7,1,1
Office Supplies,Columbus,United States,Richard Bierner,Premier,10-10-2015,US-2015-105137,43229,"Premier Elliptical Ring Binder, Black",-$13.00,East,Consumer,10-10-2015,Same Day,Ohio,Binders,0.7,1,-0.73,2,18
Office Supplies,Philadelphia,United States,Bryan Mills,Acco,25-09-2016,CA-2016-160787,19143,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",-$2.00,East,Consumer,25-09-2016,Same Day,Pennsylvania,Binders,0.7,1,-0.7,2,3
Office Supplies,Springfield,United States,Scot Wooten,Ibico,20-07-2015,CA-2015-142965,45503,Ibico Plastic Spiral Binding Combs,-$22.00,East,Consumer,20-07-2015,Same Day,Ohio,Binders,0.7,1,-0.8,3,27
Office Supplies,Columbus,United States,Susan Pistek,Avery,16-03-2018,CA-2018-161172,43229,Avery Binding System Hidden Tab Executive Style Index Sets,-$3.00,East,Consumer,16-03-2018,Same Day,Ohio,Binders,0.7,1,-0.67,3,5
Office Supplies,Columbus,United States,Maria Bertelson,ACCOHIDE,24-09-2016,CA-2016-113131,43229,Accohide Poly Flexible Ring Binders,-$4.00,East,Consumer,24-09-2016,Same Day,Ohio,Binders,0.7,1,-0.67,6,7
Office Supplies,Rockville,United States,Sheri Gordon,GBC,02-10-2016,CA-2016-140375,20852,GBC Plastic Binding Combs,$4.00,East,Consumer,05-10-2016,Second Class,Maryland,Binders,0,1,0.49,1,7
Office Supplies,New York City,United States,Denny Blanton,Avery,17-03-2018,CA-2018-140949,10011,Avery 486,$3.00,East,Consumer,22-03-2018,Second Class,New York,Labels,0,1,0.47,1,7
Office Supplies,Everett,United States,Sandra Flanagan,Xerox,01-11-2018,CA-2018-104136,02149,Xerox 1893,$20.00,East,Consumer,04-11-2018,Second Class,Massachusetts,Paper,0,1,0.49,1,41
Office Supplies,New York City,United States,Roland Murray,Xerox,06-03-2018,CA-2018-168193,10011,Xerox 1883,$12.00,East,Consumer,11-03-2018,Second Class,New York,Paper,0,1,0.46,1,26
Office Supplies,Meriden,United States,Ted Butterfield,Other,02-09-2018,CA-2018-145037,06450,Crate-A-Files,$3.00,East,Consumer,07-09-2018,Second Class,Connecticut,Storage,0,1,0.26,1,11
Office Supplies,Lawrence,United States,Denny Blanton,Other,08-08-2016,CA-2016-129322,01841,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",$33.00,East,Consumer,10-08-2016,Second Class,Massachusetts,Appliances,0,1,0.29,2,114
Office Supplies,Paterson,United States,Becky Pak,Other,28-06-2017,CA-2017-154767,07501,Disposable Triple-Filter Dust Bags,$2.00,East,Consumer,30-06-2017,Second Class,New Jersey,Appliances,0,1,0.26,2,9
Office Supplies,Lawrence,United States,Denny Blanton,Boston,08-08-2016,CA-2016-129322,01841,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",$12.00,East,Consumer,10-08-2016,Second Class,Massachusetts,Art,0,1,0.3,2,40
Office Supplies,Everett,United States,Carl Ludwig,Avery,15-09-2018,CA-2018-121888,02149,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",$7.00,East,Consumer,17-09-2018,Second Class,Massachusetts,Art,0,1,0.4,2,16
Office Supplies,Buffalo,United States,Kean Thornton,Other,31-10-2016,CA-2016-132570,14215,Design Ebony Sketching Pencil,$1.00,East,Consumer,02-11-2016,Second Class,New York,Art,0,1,0.26,2,3
Office Supplies,New York City,United States,Michelle Moray,Newell,15-07-2018,CA-2018-164378,10024,Newell 349,$2.00,East,Consumer,18-07-2018,Second Class,New York,Art,0,1,0.29,2,7
Office Supplies,Baltimore,United States,Herbert Flentye,Acco,03-09-2017,US-2017-147711,21215,Acco Expandable Hanging Binders,$6.00,East,Consumer,08-09-2017,Second Class,Maryland,Binders,0,1,0.46,2,13
Office Supplies,Paterson,United States,Becky Pak,Ibico,28-06-2017,CA-2017-154767,07501,Ibico Presentation Index for Binding Systems,$4.00,East,Consumer,30-06-2017,Second Class,New Jersey,Binders,0,1,0.47,2,8
Office Supplies,Cranston,United States,Anne McFarland,GBC,31-10-2015,CA-2015-145387,02920,GBC Recycled VeloBinder Covers,$16.00,East,Consumer,02-11-2015,Second Class,Rhode Island,Binders,0,1,0.46,2,34
Office Supplies,Wilmington,United States,Pierre Wener,Staple envelope,23-11-2016,CA-2016-144274,19805,Staple envelope,$8.00,East,Consumer,25-11-2016,Second Class,Delaware,Envelopes,0,1,0.47,2,17
Office Supplies,Buffalo,United States,Kean Thornton,Other,31-10-2016,CA-2016-132570,14215,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",$36.00,East,Consumer,02-11-2016,Second Class,New York,Envelopes,0,1,0.45,2,80
Office Supplies,Vineland,United States,Cynthia Arntzen,Smead,12-05-2018,CA-2018-122175,08360,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,$3.00,East,Consumer,14-05-2018,Second Class,New Jersey,Labels,0,1,0.48,2,6
Office Supplies,Paterson,United States,Becky Pak,Xerox,28-06-2017,CA-2017-154767,07501,Xerox 1960,$28.00,East,Consumer,30-06-2017,Second Class,New Jersey,Paper,0,1,0.45,2,62
Office Supplies,New York City,United States,Natalie DeCherney,Easy-staple paper,13-07-2016,CA-2016-114069,10035,Easy-staple paper,$5.00,East,Consumer,15-07-2016,Second Class,New York,Paper,0,1,0.47,2,10
Office Supplies,Yonkers,United States,Aimee Bixby,Xerox,05-03-2015,CA-2015-169061,10701,Xerox 1891,$46.00,East,Consumer,08-03-2015,Second Class,New York,Paper,0,1,0.47,2,98
Office Supplies,New York City,United States,Christina DeMoss,Other,05-11-2018,CA-2018-102925,10024,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",$53.00,East,Consumer,10-11-2018,Second Class,New York,Paper,0,1,0.48,2,111
Office Supplies,New York City,United States,Christina DeMoss,Xerox,05-11-2018,CA-2018-102925,10024,Xerox 202,$6.00,East,Consumer,10-11-2018,Second Class,New York,Paper,0,1,0.48,2,13
Office Supplies,New York City,United States,Michelle Moray,Adams,15-07-2018,CA-2018-164378,10024,Spiral Phone Message Books with Labels by Adams,$4.00,East,Consumer,18-07-2018,Second Class,New York,Paper,0,1,0.49,2,9
Office Supplies,New York City,United States,Lisa DeCherney,Other,29-09-2015,CA-2015-124856,10011,White Computer Printout Paper by Universal,$38.00,East,Consumer,03-10-2015,Second Class,New York,Paper,0,1,0.49,2,78
Office Supplies,New York City,United States,Brian Derr,Xerox,05-12-2016,CA-2016-110814,10009,Xerox 188,$11.00,East,Consumer,09-12-2016,Second Class,New York,Paper,0,1,0.49,2,23
Office Supplies,Cranston,United States,Anne McFarland,Other,31-10-2015,CA-2015-145387,02920,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",$5.00,East,Consumer,02-11-2015,Second Class,Rhode Island,Paper,0,1,0.47,2,10
Office Supplies,Rochester,United States,Hunter Lopez,Other,03-10-2018,CA-2018-134607,14609,X-Rack File for Hanging Folders,$6.00,East,Consumer,08-10-2018,Second Class,New York,Storage,0,1,0.26,2,23
Office Supplies,Vineland,United States,Cynthia Arntzen,Acme,12-05-2018,CA-2018-122175,08360,Acme Titanium Bonded Scissors,$4.00,East,Consumer,14-05-2018,Second Class,New Jersey,Supplies,0,1,0.26,2,17
Office Supplies,Yonkers,United States,Aimee Bixby,Acme,05-03-2015,CA-2015-169061,10701,Acme Forged Steel Scissors with Black Enamel Handles,$5.00,East,Consumer,08-03-2015,Second Class,New York,Supplies,0,1,0.29,2,19
Office Supplies,Franklin,United States,Eva Jacobs,Honeywell,01-12-2017,CA-2017-142594,02038,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,$298.00,East,Consumer,06-12-2017,Second Class,Massachusetts,Appliances,0,1,0.33,3,902
Office Supplies,Morristown,United States,Annie Thurman,Newell,23-11-2016,CA-2016-123113,07960,Newell 315,$4.00,East,Consumer,27-11-2016,Second Class,New Jersey,Art,0,1,0.25,3,18
Office Supplies,Yonkers,United States,Aimee Bixby,Newell,05-03-2015,CA-2015-169061,10701,Newell 345,$15.00,East,Consumer,08-03-2015,Second Class,New York,Art,0,1,0.26,3,60
Office Supplies,New York City,United States,Resi Pölking,Other,27-11-2018,CA-2018-103352,10011,American Pencil,$2.00,East,Consumer,30-11-2018,Second Class,New York,Art,0,1,0.29,3,7
Office Supplies,New York City,United States,Zuschuss Carroll,Panasonic,11-05-2018,CA-2018-115322,10024,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,$13.00,East,Consumer,16-05-2018,Second Class,New York,Art,0,1,0.29,3,44
Office Supplies,New York City,United States,Denise Leinenbach,BIC,28-10-2017,CA-2017-125815,10009,BIC Brite Liner Highlighters,$5.00,East,Consumer,01-11-2017,Second Class,New York,Art,0,1,0.42,3,12
Office Supplies,New York City,United States,Clytie Kelty,Staple envelope,12-03-2017,CA-2017-119683,10024,Staple envelope,$13.00,East,Consumer,16-03-2017,Second Class,New York,Envelopes,0,1,0.46,3,29
Office Supplies,New York City,United States,John Huston,Other,28-03-2016,CA-2016-133536,10009,Security-Tint Envelopes,$11.00,East,Consumer,30-03-2016,Second Class,New York,Envelopes,0,1,0.49,3,23
Office Supplies,New York City,United States,Maribeth Schnelling,Other,04-12-2016,CA-2016-130659,10035,Wausau Papers Astrobrights Colored Envelopes,$9.00,East,Consumer,09-12-2016,Second Class,New York,Envelopes,0,1,0.49,3,18
Office Supplies,New York City,United States,Lisa DeCherney,Avery,29-09-2015,CA-2015-124856,10011,Avery 48,$9.00,East,Consumer,03-10-2015,Second Class,New York,Labels,0,1,0.46,3,19
Office Supplies,New York City,United States,Michelle Moray,Avery,15-07-2018,CA-2018-164378,10024,Avery 509,$4.00,East,Consumer,18-07-2018,Second Class,New York,Labels,0,1,0.46,3,8
Office Supplies,New York City,United States,Roland Fjeld,Avery,18-04-2016,US-2016-134271,10024,Avery 486,$10.00,East,Consumer,23-04-2016,Second Class,New York,Labels,0,1,0.47,3,22
Office Supplies,New York City,United States,Bart Folk,Avery,05-12-2018,CA-2018-117128,10024,Avery 52,$5.00,East,Consumer,08-12-2018,Second Class,New York,Labels,0,1,0.47,3,11
Office Supplies,Meriden,United States,Ted Butterfield,Xerox,02-09-2018,CA-2018-145037,06450,Xerox 1890,$73.00,East,Consumer,07-09-2018,Second Class,Connecticut,Paper,0,1,0.5,3,147
